,season,seasonNumber,series,episode,challengeType,outcomeType,challengeDescription,shopTime,shopBudget,prepTime,cookTime,productPlacement,advantage,lastChanceKitchenWinnerEnters,restaurantWarWinner,restaurantWarEliminated,didJudgesVisitWinningTeamFirst
225,Las Vegas,6.0,US,1.0,Quickfire,Team,"The 17 chefs were divided into four teams to compete in a mise en place relay race in which each member performed one of four tasks: shuck 15 clams, peel 30 spot prawns, clean five lobsters, or butcher two chops from an entire prime rib. The chefs drew poker chips to determine their teams (black, blue, green, or red); whoever drew the single gold chip was exempt from participating in the Quickfire and received immunity in the Elimination Challenge. The first team to finish all four tasks won the challenge. Each member of the winning team was given 30 minutes to cook a dish using the ingredients they worked with during the mise en place. The chef with the winning dish received $15,000. The receiver of the gold chip from the previous round was also given the opportunity to trade in their immunity for a chance to compete.",,,,30.0,,Immunity,,,,
226,Las Vegas,6.0,US,1.0,Elimination,Team,"30 min to shop. $150. The chefs, battling against the other contestants in their Quickfire teams, cooked a dish inspired by one of their personal vices. The receiver of the gold chip from the Quickfire was able to join the team of their choice. One member from each team was eligible for the win and another member was put up for elimination. Wolfgang Puck guest judges.",,,,120.0,,,,,,
227,Las Vegas,6.0,US,2.0,Quickfire,Individual,"The chefs each rolled a pair of six-sided dice at a craps table in the Top Chef kitchen. They then had 30 minutes to create a dish with the number of ingredients they rolled on the dice (two through ten), not counting salt, pepper, and oil. The winner received immunity from elimination and $15,000.",,,,30.0,M Resort,Immunity,,,,
228,Las Vegas,6.0,US,2.0,Elimination,Team,"In order to cater a bachelor/bachelorette party, the group split between males and females for a battle of the sexes. The men prepared dishes for the bride-to-be, while the women cooked for the prospective groom. At least two dishes had to be paired with each of the three cocktails the couple had chosen to serve their guests: Moscow Mule, tequila shots, or Golden Delicious (Goldschlager and sparkling apple cider). Each team was given $800 with 30 minutes to shop, two hours to prep, and one hour to set up their tables before poolside service the next day.",30.0,$800 team,,,,,,,,
229,Las Vegas,6.0,US,3.0,Quickfire,Individual,"Each chef created an ""out of this world"" dish using an assortment of different potatoes. The winner received immunity from elimination.",,,,45.0,,Immunity,,,,
230,Las Vegas,6.0,US,3.0,Elimination,Individual,"With limited time and supplies, the chefs catered a meal for 300 airmen at Nellis Air Force Base. The contestants worked as one team, but they later decided to split up into smaller groups of two and make one dish each. Chef Mark Peel guest judges.",,,,240.0,,,,,,
231,Las Vegas,6.0,US,4.0,Sudden Death Quickfire,Individual,"As a tribute to the continuing popularity of French cuisine in the United States, each chef created a dish using escargot. The winner received immunity in the Elimination Challenge and a prize to be announced later, while the loser was sent home. After announcing the bottom three dishes, the chefs who cooked them were each given a second chance to save themselves, with 20 minutes to make an amuse-bouche.",,,,20.0,,Immunity and Advantage in Elimination challenge: sit out,,,,
232,Las Vegas,6.0,US,4.0,Elimination,Individual,"Each chef drew a knife that showed either a traditional French sauce or a protein on it. The chefs then paired up each protein with its traditional sauce to create a six-course meal for a table of esteemed French chefs, including Hubert Keller, Daniel Boulud, Jean Joho, Laurent Tourondel, and Joel Robuchon. The winner of the Quickfire was exempt from the challenge.",30.0,$200 team,120.0,60.0,,,,,,
233,Las Vegas,6.0,US,5.0,Quickfire,Individual,"The chefs cooked dishes using a viewer-selected ingredient: cactus. The winning chef received $15,000, but no immunity.",,,,45.0,M Resort,,,,,
234,Las Vegas,6.0,US,5.0,Elimination,Individual,"The chefs prepared a high-end lunch dish on an outdoor ranch for two dozen cowboys, using fire pits and limited supplies. Chef Tim Love guest judges.",30.0,$150 individual,,75.0,Sandy Valley Ranch,,,,,
235,Las Vegas,6.0,US,6.0,Quickfire,Individual,"The chefs had to create two contrasting dishes, inspired by ""the angel and the devil on their shoulder."" The winner received immunity in the Elimination Challenge.",,,,60.0,,Immunity,,,,
236,Las Vegas,6.0,US,6.0,Elimination,Individual,The chefs were asked to deconstruct a classic recipe and re-imagine its components into their own signature dishes to be served at a meal for Penn & Teller. Michelle Bernstein guest judges.,30.0,$125 individual,120.0,60.0,"Penn & Teller, Calphalon",,,,,
237,Las Vegas,6.0,US,7.0,Quickfire,Individual,"The chefs used a slot machine to determine the themes (mood, taste/texture, and origin of cuisine) of their dish. The winner was given a choice between immunity or $15,000.",,,,30.0,"M Resort, cookster.com",,,,,
238,Las Vegas,6.0,US,7.0,Elimination,Team,"The chefs were teamed up via a blind knife draw and received market bags from various dinner guests, including Tyler Florence, Nancy Silverton, Govind Armstrong, Takashi Yagihashi, and Tom Douglas. Working in teams of the two, the contestants cooked and served a dinner for the guests at the Top Chef house. The winner received a $10,000 gift card from Macy's.",,,,180.0,Macy's,,,,,
239,Las Vegas,6.0,US,8.0,Quickfire,Individual,"The chefs made dishes to pair with a designated type and brand of crunchy snack foods. From this point forward, the winners of the Quickfire no longer received immunity from elimination.",,,,45.0,Alexia,Immunity,,,,
240,Las Vegas,6.0,US,8.0,Elimination,Individual,"The chefs were required to create a dish using a designated cut of pork, which they had to pair with a self-chosen Pinot noir as part of Chef Charlie Palmer's annual Pigs & Pinot charity fundraiser. Cuts of pork were assigned by blind knife draw. The chef that drew the ""wildcard"" knife was allowed to select their cut. The winner received an invitation to participate in the 2010 Pigs & Pinot event.",45.0,$300 individual,,240.0,Pig and Pinot,,,,,
241,Las Vegas,6.0,US,9.0,Quickfire,Team,"The chefs, in two teams of four, competed in a tag team cook-off, with Rick Moonen serving as a guest judge. First, the contestants drew knives. The two chefs who drew the knives designated ""first choice"" and ""second choice"" picked the teams. Next, the teams had to decide what order they would cook in. During their designated cooking time, the chefs were not allowed to communicate with each other in regards to the components of their dish. The teams had 40 minutes total (10 minutes individually) to alternate execution of the dish. The winning team was given a choice between splitting $10,000 between the group members or carrying it into the Elimination Challenge. In the latter case, if the same team won, each chef would receive $10,000 instead; however, if the team lost, the prize money would be surrendered to the opposing team.",,,,40.0,,,,,,
242,Las Vegas,6.0,US,9.0,Elimination,Team,"Restaurant Wars. Using the same teams as in the Quickfire, the chefs participated in ""Restaurant Wars"". Each team cooked and served in one of Moonen's kitchens and dining rooms at his restaurant, RM Seafood. The winning Quickfire team was given their choice of the kitchen; the Blue Team chose the upstairs restaurant. The Blue Team also decided to gamble their prize money from the Quickfire Challenge.",60.0,"$1,500 at Restaurant Depot, $1,500 at Whole Foods",30.0,180.0,M Resort,,,Executive chef,Front of House,Winning team served judges first
243,Las Vegas,6.0,US,10.0,Quickfire,Individual,The chefs picked classic television series by blind knife draw and were told to make a TV dinner inspired by the series. The winning chef had their dish featured in the Top Chef line of frozen foods. Chef Paul Bartolotta guest judges.,,,,60.0,TV Guide,,,,,
244,Las Vegas,6.0,US,10.0,Elimination,Individual,"At Tom Colicchio's Craftsteak restaurant, the chefs each prepared a vegetarian dish for Natalie Portman and her friends.",,,,,Craftsteak,,,,,
245,Las Vegas,6.0,US,12.0,Quickfire,Individual,"The chefs created ""breakfast in bed"" dishes for host Lakshmi and guest judge Nigella Lawson. The winning recipe was the only Quickfire dish from Season 6 to be put in the Top Chef Quickfire cookbook.",,,,30.0,,,,,,
246,Las Vegas,6.0,US,12.0,Elimination,Individual,"The chefs prepared small plates inspired by Vegas casinos for 175 guests at a reception held at the World Market Center. The winner received a bottle of Terlato Wine and a two-day, three-night trip to the Terlato Family Vineyards in Napa Valley.",,,60.0,210.0,Terlato Wine. Las Vegas Casinos: New York New York; Circus Circus; The Mirage; The Bellagio; Mandalay Bay,,,,,
247,Las Vegas,6.0,US,13.0,Quickfire,Individual,"The final five chefs participated in a version of the Bocuse d'Or cooking competition that was established by legendary French chef Paul Bocuse. The chefs had to create their own version of Gavin Kaysen's dish for the 2007 Bocuse d'Or: a ballotine of chicken, chicken liver, and crayfish. The winner received an extra thirty minutes of cooking time during the Elimination Challenge.",,,,90.0,Bocuse d'Or,Advantage in Elimination challenge: extra 30 minutes cooking time,,,,
248,Las Vegas,6.0,US,13.0,Elimination,Individual,"Each chef prepared a presentation platter for the Bocuse d'Or with one protein (Atlantic salmon or lamb) and two garnishes. The winner received $30,000 and the opportunity to compete to represent the United States in the 2011 Bocuse d'Or. In attendance are Paul Bocuse's son chef Jerome Bocuse, chef Thomas Keller, chef Daniel Boulud, chef Traci Des Jardins, chef Timothy Hollingsworth, and chef Alessandro Stratta.",,$300 individual,,240.0,Bocuse d'Or,,,,,
249,Las Vegas,6.0,US,14.0,Quickfire,Individual,"After the competition moved to Napa, California for the season finale, the four remaining chefs had to create a dish using grapes. The winner received a brand new third generation Toyota Prius.",,,,30.0,,,,,,
250,Las Vegas,6.0,US,14.0,Elimination,Individual,"The chefs created two dishes to serve to 150 guests at a ""crush party"" to celebrate the grape harvest. With the exception of salt and pepper, all the ingredients had to be local. In addition, one dish had to be vegetarian. Chef Michael Chiarello guest judges.",45.0,$600 individual,,300.0,Terlato Wine,,,,,
251,Las Vegas,6.0,US,15.0,Elimination,Individual,"The finalists were asked to create a four-course tasting menu, with each dish meeting certain requirements. The first course had to be inspired by a favorite dish from the chefs' childhoods. The second course required the contestants to use all the ingredients contained in a mystery box. The third course was the chef's choice, and the final course had to be a dessert. The finalists drew knives to determine which two previously eliminated contestants from the season would act as their sous chefs. Kevin drew Ash and Preeti; Bryan drew Ashley and Jennifer; and Michael drew Eli and Jesse.",,,180.0,180.0,,,,,,
252,D.C.,7.0,US,1.0,Quickfire,Individual,,,,,30.0,,Immunity,,,,
253,D.C.,7.0,US,1.0,Elimination,Individual,,30.0,$300 individual,60.0,240.0,,,,,,
254,D.C.,7.0,US,2.0,Quickfire,Team,,,,,30.0,,Immunity,,,,
255,D.C.,7.0,US,2.0,Elimination,Team,,30.0,$130 team,60.0,150.0,,,,,,
256,D.C.,7.0,US,3.0,Quickfire,Individual,,,,,120.0,,Immunity,,,,
257,D.C.,7.0,US,3.0,Elimination,Individual,,30.0,$400 individual,180.0,60.0,,,,,,
258,D.C.,7.0,US,4.0,Quickfire,Individual,,,,,45.0,Dial,Immunity,,,,
259,D.C.,7.0,US,4.0,Elimination,Team,,30.0,$200 team,,135.0,Hilton,,,,,
260,D.C.,7.0,US,5.0,Quickfire,Individual,,,,,60.0,,Immunity,,,,
261,D.C.,7.0,US,5.0,Elimination,Individual,,,,,180.0,,,,,,
262,D.C.,7.0,US,6.0,Quickfire,Individual,,,,,45.0,,Immunity and Advantage in Elimination challenge: sit out,,,,
263,D.C.,7.0,US,6.0,Elimination,Team,,30.0,$200 individual,120.0,60.0,"USS Sequoia, Hilton",,,,,
264,D.C.,7.0,US,7.0,Quickfire,Individual,,,,,30.0,,Immunity,,,,
265,D.C.,7.0,US,7.0,Elimination,Individual,,30.0,$300 individual,120.0,60.0,Palm D.C.,,,,,
266,D.C.,7.0,US,8.0,Quickfire,Individual,,,,,90.0,,Immunity,,,,
267,D.C.,7.0,US,8.0,Elimination,Individual,,30.0,$200 individual,120.0,30.0,Dial,,,,,
268,D.C.,7.0,US,9.0,Quickfire,Team,Tag Team Cookoff,,,,40.0,,,,,,
269,D.C.,7.0,US,9.0,Elimination,Team,Restaurant Wars,45.0,"$2,500 team",120.0,240.0,Hilton,,,Line cook,Executive chef,Winning team served judges first
270,D.C.,7.0,US,10.0,Quickfire,Individual,,,,,40.0,Dial,,,,,
271,D.C.,7.0,US,10.0,Elimination,Individual,,30.0,$200 individual,120.0,90.0,"Dial, Hilton",,,,,
272,D.C.,7.0,US,11.0,Quickfire,Individual,,,,,60.0,Schwann's,,,,,
273,D.C.,7.0,US,11.0,Elimination,Individual,,30.0,"$2,000 team",180.0,60.0,Hilton,,,,,
274,D.C.,7.0,US,12.0,Quickfire,Individual,,,,,60.0,Hilton,,,,,
275,D.C.,7.0,US,12.0,Elimination,Individual,,30.0,$200 individual,120.0,60.0,"Toyota, NASA, Hilton",,,,,
276,D.C.,7.0,US,13.0,Quickfire,Individual,,,,,30.0,,Immunity,,,,
277,D.C.,7.0,US,13.0,Elimination,Individual,,60.0,$200 individual,60.0,90.0,,,,,,
278,D.C.,7.0,US,14.0,Elimination,Individual,,,,180.0,180.0,,,,,,
279,All Stars: New York,8.0,US,1.0,Quickfire,Team,,,,,25.0,,Immunity,,,,
280,All Stars: New York,8.0,US,1.0,Elimination,Individual,,,,120.0,180.0,,,,,,
281,All Stars: New York,8.0,US,2.0,Quickfire,Individual,,,,,45.0,,Immunity and Advantage in Elimination challenge: choose foods,,,,
282,All Stars: New York,8.0,US,2.0,Elimination,Team,,,,,180.0,,,,,,
283,All Stars: New York,8.0,US,3.0,Quickfire,Team,,,,,15.0,Butoni,,,,,
284,All Stars: New York,8.0,US,3.0,Elimination,Team,,,,,120.0,Hilton,,,,,
285,All Stars: New York,8.0,US,4.0,Quickfire,Individual,,,,,45.0,Swanson's,Immunity,,,,
286,All Stars: New York,8.0,US,4.0,Elimination,Team,,30.0,,,180.0,US Open,,,,,
287,All Stars: New York,8.0,US,5.0,Quickfire,Individual,,,,,8.5,Toyota,Immunity,,,,
288,All Stars: New York,8.0,US,5.0,Elimination,Individual,,45.0,,,,Grand Harmony Dim Sum,,,,,
289,All Stars: New York,8.0,US,6.0,Elimination,Team,,30.0,$150 team,300.0,120.0,Hilton,,,,,
290,All Stars: New York,8.0,US,7.0,Quickfire,Individual,,,,,10.0,,Immunity and Advantage in Elimination challenge: choose team captains,,,,
291,All Stars: New York,8.0,US,7.0,Elimination,Team,Restaurant Wars.,,,,,Butoni,,,Line cook,Executive chef,Winning team served judges first
292,All Stars: New York,8.0,US,8.0,Quickfire,Individual,,,,,30.0,,Immunity,,,,
293,All Stars: New York,8.0,US,8.0,Elimination,Individual,Knife draw,,,120.0,60.0,Rao's,,,,,
294,All Stars: New York,8.0,US,9.0,Quickfire,Individual,,,,,30.0,"Terlato, Hilton",,,,,
295,All Stars: New York,8.0,US,9.0,Elimination,Individual,,45.0,,,120.0,"Butoni, Hilton",,,,,
296,All Stars: New York,8.0,US,10.0,Quickfire,Individual,,,,,45.0,Sesame St.,,,,,
297,All Stars: New York,8.0,US,10.0,Elimination,Individual,,,,,180.0,Target,,,,,
298,All Stars: New York,8.0,US,11.0,Quickfire,Individual,,,,,30.0,Butoni,Advantage in Elimination challenge: choose order of picking protein + sous chef,,,,
299,All Stars: New York,8.0,US,11.0,Elimination,Individual,,60.0,"$200 at Restaurant Depot, $500 at Whole Foods",30.0,150.0,,,,,,
300,All Stars: New York,8.0,US,12.0,Quickfire,Individual,,,,,15.0,,,,,,
301,All Stars: New York,8.0,US,12.0,Elimination,Individual,,,,,180.0,Toyota,,,,,
302,All Stars: New York,8.0,US,13.0,Quickfire,Individual,,,,,40.0,,,,,,
303,All Stars: New York,8.0,US,13.0,Elimination,Individual,,,,150.0,60.0,,,,,,
304,All Stars: New York,8.0,US,14.0,Quickfire,Team,,,,,60.0,Terlato,,,,,
305,All Stars: New York,8.0,US,14.0,Elimination,Individual,,,,,210.0,,,,,,
306,All Stars: New York,8.0,US,15.0,Quickfire,Individual,,,,,45.0,,Advantage in Elimination challenge: choose your chef icon and choose the icon for the other chefs,,,,
307,All Stars: New York,8.0,US,15.0,Elimination,Individual,,,,,180.0,,,,,,
308,All Stars: New York,8.0,US,16.0,Elimination,Individual,,,,60.0,300.0,Butoni,,,,,
309,Texas,9.0,US,1.0,Qualifying challenge,Individual,,,,,,,,,,,
310,Texas,9.0,US,2.0,Qualifying challenge,Individual,,,,,,,,,,,
311,Texas,9.0,US,3.0,Quickfire,Individual,,,,,60.0,,Immunity,,,,
312,Texas,9.0,US,3.0,Elimination,Team,Knife draw.,30.0,1500.0,150.0,180.0,,,,,,
313,Texas,9.0,US,4.0,Quickfire,Individual,,,,,30.0,Tobasco Brand Pepper Sauce,Immunity,,,,
314,Texas,9.0,US,4.0,Elimination,Team,,30.0,500.0,,1440.0,,,,,,
315,Texas,9.0,US,5.0,Quickfire,Individual,,,,,30.0,Healthy Choice,Immunity,,,,
316,Texas,9.0,US,5.0,Elimination,Individual,,30.0,250.0,15.0,120.0,,,,,,
317,Texas,9.0,US,6.0,Quickfire,Individual,Knife draw,,,,90.0,,Immunity,,,,
318,Texas,9.0,US,6.0,Elimination,Team,,45.0,"$4,000 team",180.0,180.0,,,,,,
319,Texas,9.0,US,7.0,Quickfire,Individual,,,,,30.0,Don Julio tequila,,,,,
320,Texas,9.0,US,7.0,Elimination,Team,,30.0,$200 team,90.0,180.0,Healthy Choice,,,,,
321,Texas,9.0,US,8.0,Quickfire,Individual,,,,,45.0,,,,,,
322,Texas,9.0,US,8.0,Elimination,Individual,,30.0,250.0,,120.0,,,,,,
323,Texas,9.0,US,9.0,Quickfire,Individual,,,,,45.0,,Immunity,,,,
324,Texas,9.0,US,9.0,Elimination,Team,,60.0,"$1,000 Whole Foods, $1,000 Restaurant Depot",,720.0,Salt Lick BBQ,,,,,
325,Texas,9.0,US,10.0,Elimination,Team,Restaurant Wars,165.0,"$4,000 Whole Foods, $7,500 Sur La Table, Garden Ridge",,300.0,,,,Line cook,Line cook,Winning team served judges second
326,Texas,9.0,US,11.0,Quickfire,Individual,,,,,30.0,,Immunity,,,,
327,Texas,9.0,US,11.0,Elimination,Individual,,30.0,250.0,,120.0,Snow White and the Huntsman,,,,,
328,Texas,9.0,US,12.0,Quickfire,Team,Mise en place relay,,,,40.0,Healthy Choice,,,,,
329,Texas,9.0,US,12.0,Elimination,Individual,,40.0,600.0,45.0,150.0,Healthy Choice,,,,,
330,Texas,9.0,US,13.0,Quickfire,Individual,,,,,20.0,,,,,,
331,Texas,9.0,US,13.0,Elimination,Individual,,,100.0,15.0,180.0,,,,,,
332,Texas,9.0,US,14.0,Quickfire,Individual,,,,,30.0,Toyota,Immunity,Beverly K.,,,
333,Texas,9.0,US,14.0,Elimination,Individual,,30.0,500.0,150.0,60.0,Toyota,,,,,
334,Texas,9.0,US,15.0,Elimination,Individual,,,,,140.0,Terlato Wine,,,,,
335,Texas,9.0,US,16.0,Quickfire,Individual,,,,,40.0,,,,,,
336,Texas,9.0,US,16.0,Elimination,Individual,,45.0,1200.0,,300.0,Green Mountain Coffee,,,,,
337,Texas,9.0,US,17.0,Elimination,Individual,,90.0,"$2,500 Specialty Store, also $ at Whole Foods",,300.0,,,,,,
338,Seattle,10.0,US,1.0,Qualifying challenge,Individual,,,,,,,,,,,
339,Seattle,10.0,US,2.0,Quickfire,Individual,,,,,20.0,,Immunity,,,,
340,Seattle,10.0,US,2.0,Elimination,Team,,30.0,,,47.0,,,,,,
341,Seattle,10.0,US,3.0,Quickfire,Individual,,,,5.0,55.0,Amazon Kindle Fire,Immunity,,,,
342,Seattle,10.0,US,3.0,Elimination,Team,,,,120.0,300.0,FareStart,,,,,
343,Seattle,10.0,US,4.0,Quickfire,Individual,,,,,60.0,,Immunity,,,,
344,Seattle,10.0,US,4.0,Elimination,Individual,,,,,180.0,"Canlis, Healthy Choice",,,,,
345,Seattle,10.0,US,5.0,Quickfire,Team,,,500.0,,60.0,Sur La Table,Immunity,,,,
346,Seattle,10.0,US,5.0,Elimination,Team,Knife draw,60.0,,,60.0,,,,,,
347,Seattle,10.0,US,6.0,Quickfire,Individual,Knife draw,,,,30.0,Truvia,Immunity,,,,
348,Seattle,10.0,US,6.0,Elimination,Individual,,,,30.0,240.0,,,,,,
349,Seattle,10.0,US,7.0,Quickfire,Individual,,,,,30.0,Reynolds Wrap,Immunity,,,,
350,Seattle,10.0,US,7.0,Elimination,Individual,Head to head.,45.0,,,180.0,,,,,,
351,Seattle,10.0,US,8.0,Quickfire,Individual,,,,,25.0,Taylor Shellfish,,,,,
352,Seattle,10.0,US,8.0,Elimination,Team,,,,,150.0,,,,,,
353,Seattle,10.0,US,9.0,Quickfire,Team,Knife draw,,,,,,Immunity,,,,
354,Seattle,10.0,US,9.0,Elimination,Individual,,,,,150.0,Healthy Choice,,,,,
355,Seattle,10.0,US,10.0,Quickfire,Individual,,,,,15.0,Canada Dry,Immunity,,,,
356,Seattle,10.0,US,10.0,Elimination,Individual,,,,,,,,,,,
357,Seattle,10.0,US,11.0,Elimination,Team,Restaurant Wars,,,,,,,,Executive chef,Executive chef,Winning team served judges second
358,Seattle,10.0,US,12.0,Quickfire,Individual,,,,,30.0,Healthy Choice,,,,,
359,Seattle,10.0,US,12.0,Elimination,Individual,,,,30.0,60.0,Terlato Wine,,,,,
360,Seattle,10.0,US,13.0,Quickfire,Individual,,,,,120.0,,Advantage in elimination challenge: first pick of protein,,,,
361,Seattle,10.0,US,13.0,Elimination,Individual,,,,,120.0,,,,,,
362,Seattle,10.0,US,14.0,Quickfire,Individual,,,,,30.0,Health Choice,,,,,
363,Seattle,10.0,US,14.0,Elimination,Individual,,,,,180.0,Green Mountain Coffee,,,,,
364,Seattle,10.0,US,15.0,Quickfire,Individual,,,,,30.0,,,,,,
365,Seattle,10.0,US,15.0,Elimination,Individual,,,,90.0,150.0,,,,,,
366,Seattle,10.0,US,16.0,Elimination,Individual,,,,,180.0,,,Kristen K.,,,
367,Seattle,10.0,US,17.0,Elimination,Individual,,,,,180.0,,,,,,
368,New Orleans,11.0,US,1.0,Elimination,Individual,"The chefs were sent to a swamp and asked to create a dish highlighting a Louisiana delicacy: alligator, turtle, or frog. The contestants were randomly assigned proteins by Lakshmi and Colicchio. The guests at the party voted for their favorite meals by presenting a string of Mardi Gras beads to the chefs whose dishes they liked the most. The three chefs who collected the most beads were eligible to win, while the three chefs with the least amount were put up for elimination. The guest judge was chef Curtis Stone.",,,120.0,120.0,,,,,,
369,New Orleans,11.0,US,2.0,Quickfire,Individual,The chefs were given an entire night to prepare a gumbo inspired by their heritage. The guest judge was chef Leah Chase.,,,15.0,720.0,,Immunity,,,,
370,New Orleans,11.0,US,2.0,Elimination,Team,The chefs were separated into four teams and worked in food trucks to serve lunch for Habitat for Humanity volunteers. The guest judge was chef Susan Spicer.,30.0,"$1,500 team",,,,,,,,
371,New Orleans,11.0,US,3.0,Sudden Death Quickfire,Individual,"The chefs were challenged to create a dish that reinvents one of four popular food trends: ""eggs over everything"", kale, bacon, or smoked foods. The contestants drew knives to select their trends. Revealed to be an Elimination Quickfire, the chef with the judges' least favorite dish would be sent home. The guest judge was Food & Wine editor-in-chief Dana Cowin.",,,,30.0,,Immunity,,,,
372,New Orleans,11.0,US,3.0,Elimination,Individual,The chefs had to replicate classic dishes from the Commander's Palace menu.,,,,60.0,,,,,,
373,New Orleans,11.0,US,4.0,Elimination,Team,The chefs were separated into three teams to create a menu inspired by the Vietnamese influence on the shrimping industry in New Orleans. At least one dish on the menu had to feature shrimp.,30.0,$200 team,,120.0,,,,,,
374,New Orleans,11.0,US,5.0,Quickfire,Team,"In a throwback to the Top Chef: Seattle Reynolds Wrap challenge, all ingredients and cooking utensils were completely wrapped in aluminum foil. The mothers of Padma Lakshmi and Gail Simmons, Vijaya Lakshmi and Renee Simmons, shopped for the chefs' ingredients and equipment. The contestants, split into two teams, had to create three dishes incorporating every ingredient. The winning team split $10,000.",,,,30.0,Reynold's Wrap,,,,,
375,New Orleans,11.0,US,5.0,Elimination,Team,"The chefs, separated into pairs, catered a Halloween costume party. The guest judge was actress Lea Michele.",,,,120.0,,,,,,
376,New Orleans,11.0,US,6.0,Quickfire,Individual,The chefs created dishes that highlighted the creole tomato. The guest judge was chef John Besh.,,,,20.0,,Immunity,,,,
377,New Orleans,11.0,US,6.0,Elimination,Individual,"The chefs had to make a dish using farm-fresh ingredients and featuring Philadelphia cream cheese. The contestants drew knives to determine their portion of the meal: appetizer, entree, or dessert. The Quickfire winner was allowed to choose their course. The winner of the challenge received $10,000.",,,,90.0,Philadelphia Cream Cheese,,,,,
378,New Orleans,11.0,US,7.0,Quickfire,Individual,"The chefs rotated around prep stations in the kitchen in a version of musical chairs, continuing and completing the dishes that they ended up at. The guest judge was jazz trumpeter Kermit Ruffins.",,,,30.0,,Immunity,,,,
379,New Orleans,11.0,US,7.0,Elimination,Team,The chefs worked in teams to prepare potluck meals for a party hosted by Kermit Ruffins for a group of musicians.,,,30.0,120.0,,,,,,
380,New Orleans,11.0,US,8.0,Quickfire,Individual,The chefs prepared their own hot sauce. The guest judge was singer Dr. John.,,,,45.0,,Immunity,,,,
381,New Orleans,11.0,US,8.0,Elimination,Individual,"The chefs each prepared a dish from their portion of a whole hog, in the spirit of a Cajun boucherie, or communal slaughtering. The guest judges were chefs Toby Rodriguez and Donald Link.",,,,300.0,,,,,,
382,New Orleans,11.0,US,9.0,Elimination,Team,"Restaurant wars. Draw knives. The chefs had 24 hours to create a pop-up restaurant. They set up both the dining area and the kitchen area, and executed a multi-course dinner service. One member from the losing team was eligible for elimination. The guest judge was restaurateur David Chang.",,,,,,,,Executive chef,Front of House,Winning team served judges first
383,New Orleans,11.0,US,10.0,Quickfire,Individual,"The chefs created dishes featuring Dunkin' Donuts coffee. The winner received $10,000.",,,,30.0,Dunkin' Donuts,Immunity,,,,
384,New Orleans,11.0,US,10.0,Elimination,Individual,The chefs created dishes that reminded them of home.,,,60.0,120.0,,,,,,
385,New Orleans,11.0,US,11.0,Quickfire,Individual,The chefs created dishes using drumsticks.,,,,30.0,,Immunity,,,,
386,New Orleans,11.0,US,11.0,Elimination,Individual,The chefs served lunch to 500 freshman students at Louisiana State University. The winner received a brand new Toyota RAV4.,,,,300.0,,,,,,
387,New Orleans,11.0,US,12.0,Quickfire,Individual,The chefs prepared their own version of a crawfish etouffee.,,,,45.0,,Immunity,,,,
388,New Orleans,11.0,US,12.0,Elimination,Individual,The chefs had to create a dish highlighting two different types of seafood.,,,,180.0,,,,,,
389,New Orleans,11.0,US,13.0,Quickfire,Individual,The chefs replicated a dish prepared by Jacques Pepin (Dover Sole with Artichokes and Asparagus).,,,,35.0,,Immunity,,,,
390,New Orleans,11.0,US,13.0,Elimination,Team,"Knife draw. The chefs were divided into two teams to prepare five-course tasting menus influenced by French and Spanish cuisine, respectively. The menus both featured olives, almonds, mussels, chicken, and chocolate. The French team was advised by Dominique Crenn, and the Spanish team by Julian Serrano.",,,,1440.0,,,,,,
391,New Orleans,11.0,US,14.0,Quickfire,Individual,The chefs made gourmet po'boys. The guest judge was chef Roy Choi.,,,,20.0,,Immunity,,,,
392,New Orleans,11.0,US,14.0,Elimination,Individual,The chefs made dishes that represented a turning point in their career when they found their own culinary voice. The guest judge was filmmaker Jon Favreau.,,,,150.0,,,,,,
393,New Orleans,11.0,US,15.0,Quickfire,Individual,"The challenge occurred in two stages. In the first, the chefs made a one-bite dish that featured a combination of sweet, savory, sour, and spicy flavors. The chefs with the two best dishes advanced to the second stage, where they created a dish highlighting either bell pepper or eggplant. Instead of immunity, the winner received a brand new Toyota Corolla.",,,,40.0,,,,,,
394,New Orleans,11.0,US,15.0,Elimination,Individual,The chefs created dishes inspired by their time in New Orleans.,,,,,,,,,,
395,New Orleans,11.0,US,16.0,Quickfire,Individual,"The chefs made dishes using Spam. Instead of immunity, the winner received $10,000.",,,,30.0,Spam,,Louis M.,,,
396,New Orleans,11.0,US,16.0,Elimination,Individual,The chefs made dishes featuring canoe plants. Two chefs were eliminated.,,,60.0,120.0,,Advantage in elimination challenge: gets to choose his team first,,,,
397,New Orleans,11.0,US,17.0,Elimination,Individual,"The finalists, with the assistance of three sous chefs of their choosing (Jason, Louis, and Brian for Nicholas, and Shirley, Stephanie, and Travis for Nina)had to cook the best four-course meal of their lives.",,,,,,,,,,
398,Charleston,14.0,US,1.0,Sudden Death Quickfire,Individual,"Two rounds - one for veterans, one for rookies. Rookies have 60 min, vets have 30 min. Bottom person of each round faces off in sudden death.",,,,60.0,,Immunity,,,,
399,Charleston,14.0,US,2.0,Elimination,Team,,30.0,$500 team,,150.0,,,,,,
400,Charleston,14.0,US,3.0,Quickfire,Team,Mise en place relay. Knife draw for teams.,,,2.0,25.0,,Immunity,,,,
401,Charleston,14.0,US,3.0,Elimination,Team,"Head to head, score points for team",30.0,"$1,700 team",,,,,,,,
